datetime,open,high,low,close,volume,average,barCount,start_time,VIX,QQQ_close,returns,volatility_20,volume_ma_ratio,close_QQQ_spread
2025-03-21 05:00:00-04:00,102.67,102.8,102.67,102.8,200.0,102.735,2,2025-03-21 05:00:00-04:00,20.37,477.38,0.0018516713770586612,0.004241446558853482,0.002268659154379987,-374.58
2025-03-21 06:00:00-04:00,102.8,102.8,102.8,102.8,0.0,102.8,0,2025-03-21 06:00:00-04:00,20.23,477.49,0.0,0.004208344018313726,0.0,-374.69
2025-03-21 07:00:00-04:00,102.98,102.98,102.98,102.98,100.0,102.98,1,2025-03-21 07:00:00-04:00,20.29,477.4,0.0017509727626459082,0.004234070684547311,0.0011345425666189214,-374.41999999999996
2025-03-21 08:00:00-04:00,102.87,103.0,101.65,101.65,989.0,102.778,5,2025-03-21 08:00:00-04:00,20.8,474.72,-0.012915129151291449,0.004917490621442441,0.011216680985230614,-373.07000000000005
2025-03-21 09:00:00-04:00,101.67,103.28,100.63,103.16,474804.0,101.452,1214,2025-03-21 09:00:00-04:00,21.09,475.52,0.014854894244958006,0.00614248197475872,4.242962041537426,-372.36
2025-03-21 10:00:00-04:00,103.2,104.17,102.84,104.0,168021.0,103.463,1191,2025-03-21 10:00:00-04:00,20.01,477.34,0.008142690965490473,0.00581268823635465,1.3968417862874714,-373.34
2025-03-21 11:00:00-04:00,104.1,104.58,103.9,104.11,97038.0,104.156,741,2025-03-21 11:00:00-04:00,20.21,475.34,0.0010576923076923705,0.005816061910707359,0.775554814049628,-371.22999999999996
2025-03-21 12:00:00-04:00,104.11,105.13,104.1,105.08,144668.0,104.801,984,2025-03-21 12:00:00-04:00,19.44,479.72,0.00931706848525593,0.006157140451817632,1.0935696429880783,-374.64000000000004
2025-03-21 13:00:00-04:00,105.08,105.21,104.53,104.89,113889.0,104.792,723,2025-03-21 13:00:00-04:00,19.63,478.78,-0.001808146174343328,0.0061401519011671886,0.868531380537756,-373.89
2025-03-21 14:00:00-04:00,104.92,105.2,104.76,104.95,119961.0,105.001,860,2025-03-21 14:00:00-04:00,19.55,478.81,0.0005720278386882605,0.006096264136829382,1.008706707683925,-373.86
2025-03-21 15:00:00-04:00,104.93,105.56,104.8,105.1,606123.0,105.144,4049,2025-03-21 15:00:00-04:00,19.19,481.13,0.0014292520247736196,0.005994799626999697,4.2832112053202795,-376.03
2025-03-21 16:00:00-04:00,105.03,105.03,105.0,105.03,1740090.0,105.03,28,2025-03-21 16:00:00-04:00,19.28,481.37,-0.0006660323501426202,0.005779982255908845,7.9062117346649,-376.34000000000003
2025-03-21 17:00:00-04:00,105.25,105.25,105.25,105.25,100.0,105.25,1,2025-03-21 17:00:00-04:00,19.28,481.49,0.0020946396267733647,0.005780651009573295,0.0004653101943879868,-376.24
2025-03-21 18:00:00-04:00,105.25,105.25,105.25,105.25,0.0,105.25,0,2025-03-21 18:00:00-04:00,19.28,481.56,0.0,0.005742189039163977,0.0,-376.31
2025-03-21 19:00:00-04:00,105.09,105.23,105.09,105.23,497.0,105.202,2,2025-03-21 19:00:00-04:00,19.28,481.61,-0.0001900237529690596,0.005730982291411967,0.0025763549709136263,-376.38
2025-03-24 04:00:00-04:00,107.14,107.14,107.14,107.14,250.0,107.14,1,2025-03-24 04:00:00-04:00,18.92,486.75,0.01815071747600494,0.006885272939318002,0.0014420088914268245,-379.61
2025-03-24 05:00:00-04:00,107.13,107.13,107.01,107.09,702.0,107.06,5,2025-03-24 05:00:00-04:00,19.01,486.24,-0.00046667911144293583,0.0068729178161247495,0.004048458082455326,-379.15
2025-03-24 06:00:00-04:00,107.09,107.09,107.09,107.09,0.0,107.09,0,2025-03-24 06:00:00-04:00,18.97,486.77,0.0,0.006881272626978138,0.0,-379.67999999999995
2025-03-24 07:00:00-04:00,107.12,107.5,107.12,107.5,926.0,107.439,6,2025-03-24 07:00:00-04:00,18.94,487.7,0.0038285554206740624,0.006894770503032975,0.005339225316461535,-380.2
